priority_tier,total_score,volume_score,pipeline_need_score,ci_need_score,technology_gap_score,market_access_score,epm,plant_name,owner,city,state,status,capacity_mgy,capacity_mgy_used_for_scoring,estimated_fermentation_co2_mt_per_year,latest_available_ci_scores,pipeline_ccs_status,ccs_committed_flag,technology_flags,nearest_market,nearest_market_miles,market_access_note,rationale,tier_reason
Low,59.0,20,0,10.0,20,9,3562,ADM,ADM,Decatur,IL,Active,375.0,375.0,1087500,,Direct Inject; Direct,True,limited public low-carbon tech flags,St. Louis / Metro East,110.5,reasonable regional market access,"375.0 MGY implies roughly 1,087,500 metric tons/year of fermentation CO2. Direct Inject; Direct CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is St. Louis / Metro East at about 111 miles (reasonable regional market access).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,59.0,20,0,10.0,20,9,3653,One Earth Energy LLC,Rex American,Gibson City,IL,Active,150.0,150.0,435000,,Direct,True,limited public low-carbon tech flags,Chicago industrial corridor,105.1,reasonable regional market access,"150.0 MGY implies roughly 435,000 metric tons/year of fermentation CO2. Direct CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Chicago industrial corridor at about 105 miles (reasonable regional market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,59.0,8,12,10.0,20,9,3563,ADM,ADM,Marshall,MN,Active,48.0,48.0,139200,,Possible future pipeline optionality,False,limited public low-carbon tech flags,Minneapolis / St. Paul,128.2,reasonable regional market access,"48.0 MGY implies roughly 139,200 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Minneapolis / St. Paul at about 128 miles (reasonable regional market access).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,59.0,4,25,10.0,20,0,SD-08,Tyton NC Biofuels,Tyton NC Biofuels,Raeford,NC,Active,0.0,0.0,0,,No clear public pipeline/CCS access in available data,False,limited public low-carbon tech flags,Cincinnati,412.3,remote from listed major markets,0.0 MGY implies roughly 0 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Cincinnati at about 412 miles (remote from listed major markets).,Lower priority because the facility is small relative to likely partner-screening economics.
Low,58.0,20,0,10.0,16,12,3560,VCP Corn Processing,ADM,Columbus,NE,Active,313.0,313.0,907700,,Tall Grass,True,CHP,Omaha / Council Bluffs,71.2,near major urban/industrial market,"313.0 MGY implies roughly 907,700 metric tons/year of fermentation CO2. Tall Grass CI position is unclear in available LCFS data. Technology screen: CHP. Nearest listed market is Omaha / Council Bluffs at about 71 miles (near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,58.0,16,0,10.0,20,12,3555,Alto Pekin LLC Wet Mill,Alto,Pekin,IL,Active,100.0,100.0,290000,,Direct,True,limited public low-carbon tech flags,Quad Cities,79.4,near major urban/industrial market,"100.0 MGY implies roughly 290,000 metric tons/year of fermentation CO2. Direct CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Quad Cities at about 79 miles (near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,58.0,4,12,10.0,20,12,3732,ZFS Riga LLC,"Zeeland Farm Services, Inc",Riga,MI,Active,0.0,0.0,0,,Possible future pipeline optionality,False,limited public low-carbon tech flags,Detroit / Toledo,53.9,near major urban/industrial market,0.0 MGY implies roughly 0 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Detroit / Toledo at about 54 miles (near major urban/industrial market).,"Medium priority because the plant has possible future pipeline optionality, even if a non-pipeline strategy may still be useful."
Low,58.0,4,12,10.0,20,12,3762,AE Innovation,AE Innovation,Luverne,MN,Active,0.0,0.0,0,,Possible future pipeline optionality,False,limited public low-carbon tech flags,Sioux City,80.1,near major urban/industrial market,0.0 MGY implies roughly 0 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Sioux City at about 80 miles (near major urban/industrial market).,"Medium priority because the plant has possible future pipeline optionality, even if a non-pipeline strategy may still be useful."
Low,57.8,20,0,16.8,9,12,3728,Valero Renewable Fuels LLC,Valero Renewables,Hartley,IA,Active,150.0,150.0,435000,CA/latest 71.06; corn 71.06; fiber 25.15,SCS; Summit Carbon Solutions,True,"fiber/D3, waste heat, corn oil",Sioux City,65.8,near major urban/industrial market,"150.0 MGY implies roughly 435,000 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 16.8/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, waste heat, corn oil. Nearest listed market is Sioux City at about 66 miles (near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,57.2,16,0,16.2,13,12,3722,Valero Renewable Fuels,Valero Renewables,Albion,NE,Active,140.0,140.0,406000,CA/latest 70.93; corn 70.93; fiber 25.29,SCS; Summit Carbon Solutions,True,fiber/D3,Sioux City,98.7,near major urban/industrial market,"140.0 MGY implies roughly 406,000 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 16.2/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Sioux City at about 99 miles (near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,57.0,12,0,19.0,20,6,3619,Green Plains Otter Tail LLC,Green Plains,Otter Tail,MN,Active,66.6,66.6,193140,CA/latest 72.83; corn 72.83; WA min 72.13,Summit Carbon Solutions,True,limited public low-carbon tech flags,Minneapolis / St. Paul,166.4,moderate market access,"66.6 MGY implies roughly 193,140 metric tons/year of fermentation CO2. Summit Carbon Solutions CI position score 19.0/20 based on available corn/latest CI percentile. Technology screen: limited public low-carbon tech flags. Nearest listed market is Minneapolis / St. Paul at about 166 miles (moderate market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,56.4,20,0,15.4,9,12,3726,Valero Renewable Fuels LLC,Valero Renewables,Charles City,IA,Active,165.0,165.0,478500,CA/latest 70.51; corn 70.51; fiber 25.25,SCS; Summit Carbon Solutions,True,"fiber/D3, waste heat, corn oil",Cedar Rapids / Iowa City,94.8,near major urban/industrial market,"165.0 MGY implies roughly 478,500 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 15.4/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, waste heat, corn oil. Nearest listed market is Cedar Rapids / Iowa City at about 95 miles (near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,56.4,12,0,16.4,16,12,3621,Green Plains Superior,Green Plains,Superior,IA,Active,68.5,68.5,198650,CA/latest 71.00; corn 71.00,SCS; Summit Carbon Solutions,True,corn oil,Sioux City,97.7,near major urban/industrial market,"68.5 MGY implies roughly 198,650 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 16.4/20 based on available corn/latest CI percentile. Technology screen: corn oil. Nearest listed market is Sioux City at about 98 miles (near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,55.3,20,0,14.3,9,12,3727,Valero Renewable Fuels LLC,Valero Renewables,Ft. Dodge,IA,Active,150.0,150.0,435000,CA/latest 69.95; corn 69.95; fiber 26.80,SCS; Summit Carbon Solutions,True,"fiber/D3, waste heat, corn oil",Des Moines / Ames,72.6,near major urban/industrial market,"150.0 MGY implies roughly 435,000 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 14.3/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, waste heat, corn oil. Nearest listed market is Des Moines / Ames at about 73 miles (near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,55.0,16,0,10.0,17,12,3579,Cardinal Ethanol LLC,Cardinal Ethanol,Union City,IN,Active,136.0,136.0,394400,,Direct,True,high protein,Indianapolis,74.5,near major urban/industrial market,"136.0 MGY implies roughly 394,400 metric tons/year of fermentation CO2. Direct CI position is unclear in available LCFS data. Technology screen: high protein. Nearest listed market is Indianapolis at about 74 miles (near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,55.0,16,0,10.0,20,9,3615,Green Plains Fairmont LLC,Green Plains,Fairmont,MN,Active,122.9,122.9,356410,,Summit Carbon Solutions,True,limited public low-carbon tech flags,Minneapolis / St. Paul,109.2,reasonable regional market access,"122.9 MGY implies roughly 356,410 metric tons/year of fermentation CO2. Summit Carbon Solutions CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Minneapolis / St. Paul at about 109 miles (reasonable regional market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,54.6,16,0,17.6,9,12,3721,Valero Renewable Fuels LLC,Valero Renewables,Albert City,IA,Active,140.0,140.0,406000,CA/latest 71.25; corn 71.25; fiber 25.01,SCS; Summit Carbon Solutions,True,"fiber/D3, waste heat, corn oil",Sioux City,76.8,near major urban/industrial market,"140.0 MGY implies roughly 406,000 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 17.6/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, waste heat, corn oil. Nearest listed market is Sioux City at about 77 miles (near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,54.0,16,0,10.0,16,12,3561,ADM Columbus Wet Mill,ADM,Columbus,NE,Active,100.0,100.0,290000,,Tall Grass,True,CHP,Omaha / Council Bluffs,71.0,near major urban/industrial market,"100.0 MGY implies roughly 290,000 metric tons/year of fermentation CO2. Tall Grass CI position is unclear in available LCFS data. Technology screen: CHP. Nearest listed market is Omaha / Council Bluffs at about 71 miles (near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,54.0,12,0,10.0,20,12,3576,Bushmills Ethanol Inc,Bushmills Ethanol Inc.,Atwater,MN,Active,90.0,90.0,261000,WA min 66.28,Summit Carbon Solutions,True,limited public low-carbon tech flags,Minneapolis / St. Paul,73.1,near major urban/industrial market,"90.0 MGY implies roughly 261,000 metric tons/year of fermentation CO2. Summit Carbon Solutions CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Minneapolis / St. Paul at about 73 miles (near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,54.0,12,0,20.0,13,9,3585,Chief Ethanol Fuels Inc,Chief Industries,Hastings,NE,Active,70.0,70.0,203000,CA/latest 79.36; corn 79.36; fiber 40.14,Tall Grass,True,fiber/D3,Omaha / Council Bluffs,132.8,reasonable regional market access,"70.0 MGY implies roughly 203,000 metric tons/year of fermentation CO2. Tall Grass CI position score 20.0/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Omaha / Council Bluffs at about 133 miles (reasonable regional market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,54.0,12,0,10.0,20,12,3635,Iroquois Bio-Energy Co LLC,Harvestone,Rensselaer,IN,Active,65.0,65.0,188500,,Direct Inject; Direct,True,limited public low-carbon tech flags,Chicago industrial corridor,71.5,near major urban/industrial market,"65.0 MGY implies roughly 188,500 metric tons/year of fermentation CO2. Direct Inject; Direct CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Chicago industrial corridor at about 72 miles (near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,54.0,12,0,10.0,20,12,3554,Alto Pekin LLC Dry Mill,Alto,Pekin,IL,Active,63.0,63.0,182700,,Direct,True,limited public low-carbon tech flags,Quad Cities,79.3,near major urban/industrial market,"63.0 MGY implies roughly 182,700 metric tons/year of fermentation CO2. Direct CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Quad Cities at about 79 miles (near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,54.0,12,0,10.0,20,12,3623,Green Plains York LLC,Green Plains,York,NE,Active,60.0,60.0,174000,,Tall Grass,True,limited public low-carbon tech flags,Omaha / Council Bluffs,93.5,near major urban/industrial market,"60.0 MGY implies roughly 174,000 metric tons/year of fermentation CO2. Tall Grass CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Omaha / Council Bluffs at about 93 miles (near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,53.6,16,0,16.6,9,12,3672,Poet Biorefining-Fairmont,POET Biorefining,Fairmont,NE,Active,128.0,128.0,371200,CA/latest 71.05; corn 71.05; fiber 30.10,Tall Grass,True,"fiber/D3, high protein, corn oil",Omaha / Council Bluffs,97.8,near major urban/industrial market,"128.0 MGY implies roughly 371,200 metric tons/year of fermentation CO2. Tall Grass CI position score 16.6/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, high protein, corn oil. Nearest listed market is Omaha / Council Bluffs at about 98 miles (near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,53.6,16,0,19.6,9,9,3622,Green Plains Wood River LLC,Green Plains,Wood River,NE,Active,123.9,123.9,359310,CA/latest 75.50; corn 75.50; fiber 35.00,Tall Grass,True,"fiber/D3, high protein, corn oil",Omaha / Council Bluffs,142.6,reasonable regional market access,"123.9 MGY implies roughly 359,310 metric tons/year of fermentation CO2. Tall Grass CI position score 19.6/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, high protein, corn oil. Nearest listed market is Omaha / Council Bluffs at about 143 miles (reasonable regional market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,53.3,16,0,9.3,13,15,3643,Louis Dreyfus Co,Louis Dreyfus,Grand Junction,IA,Active,121.6,121.6,352640,CA/latest 66.80; corn 66.80; fiber 24.19,SCS; Summit Carbon Solutions,True,fiber/D3,Des Moines / Ames,45.2,very near major urban/industrial market,"121.6 MGY implies roughly 352,640 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 9.3/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Des Moines / Ames at about 45 miles (very near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,52.3,16,0,11.3,16,9,3614,Green Plains Central City LLC,Green Plains,Central City,NE,Active,135.0,135.0,391500,CA/latest 67.50; corn 67.50; fiber 29.50,Tall Grass,True,"high protein, corn oil",Omaha / Council Bluffs,106.5,reasonable regional market access,"135.0 MGY implies roughly 391,500 metric tons/year of fermentation CO2. Tall Grass CI position score 11.3/20 based on available corn/latest CI percentile. Technology screen: high protein, corn oil. Nearest listed market is Omaha / Council Bluffs at about 106 miles (reasonable regional market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,51.9,12,0,5.9,19,15,3660,Plymouth Energy LLC,Plymouth Energy Llc,Merrill,IA,Active,70.0,70.0,203000,CA/latest 65.30; corn 65.30; WA min 65.29,SCS; Summit Carbon Solutions,True,corn oil,Sioux City,18.1,very near major urban/industrial market,"70.0 MGY implies roughly 203,000 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 5.9/20 based on available corn/latest CI percentile. Technology screen: corn oil. Nearest listed market is Sioux City at about 18 miles (very near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,51.3,16,0,6.3,20,9,3592,Dakota Ethanol LLC,Dakota Ethanol,Wentworth,SD,Active,100.0,100.0,290000,CA/latest 65.45; corn 65.45; fiber 25.62; WA min 24.61,SCS; Summit Carbon Solutions,True,limited public low-carbon tech flags,Sioux City,105.9,reasonable regional market access,"100.0 MGY implies roughly 290,000 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 6.3/20 based on available corn/latest CI percentile. Technology screen: limited public low-carbon tech flags. Nearest listed market is Sioux City at about 106 miles (reasonable regional market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,51.2,20,0,18.2,1,12,3632,Homeland Energy Solutions LLC,Homeland Energy Solutions,Lawler,IA,Active,207.0,207.0,600300,CA/latest 71.57; corn 71.57; fiber 24.68,SCS; Summit Carbon Solutions,True,"fiber/D3, waste heat, corn oil, RNG/biogas",Cedar Rapids / Iowa City,80.3,near major urban/industrial market,"207.0 MGY implies roughly 600,300 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 18.2/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, waste heat, corn oil, RNG/biogas. Nearest listed market is Cedar Rapids / Iowa City at about 80 miles (near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,51.0,16,0,10.0,16,9,3729,Valero Renewable Fuels LLC,Valero Renewables,Lakota,IA,Active,110.0,110.0,319000,,SCS; Summit Carbon Solutions,True,"waste heat, corn oil",Minneapolis / St. Paul,118.5,reasonable regional market access,"110.0 MGY implies roughly 319,000 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position is unclear in available LCFS data. Technology screen: waste heat, corn oil. Nearest listed market is Minneapolis / St. Paul at about 118 miles (reasonable regional market access).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,51.0,12,0,16.0,8,15,3641,Lincolnway Energy LLC,Lincolnway Energy LLC,Nevada,IA,Active,90.0,90.0,261000,CA/latest 70.85; corn 70.85; fiber 23.70,SCS; Summit Carbon Solutions,True,"fiber/D3, White Fox, corn oil",Des Moines / Ames,30.8,very near major urban/industrial market,"90.0 MGY implies roughly 261,000 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 16.0/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, White Fox, corn oil. Nearest listed market is Des Moines / Ames at about 31 miles (very near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,51.0,12,0,10.0,17,12,3591,Corn LP,Gold-Eagle Cooperative,Goldfield,IA,Active,80.0,80.0,232000,,SCS; Summit Carbon Solutions,True,high protein,Des Moines / Ames,80.6,near major urban/industrial market,"80.0 MGY implies roughly 232,000 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position is unclear in available LCFS data. Technology screen: high protein. Nearest listed market is Des Moines / Ames at about 81 miles (near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,50.7,16,0,13.7,12,9,3546,Absolute Energy,Absolute Energy,St. Ansgar,IA,Active,130.0,130.0,377000,CA/latest 69.63; corn 69.63; fiber 29.68,SCS; Summit Carbon Solutions,True,"fiber/D3, corn oil",Minneapolis / St. Paul,103.6,reasonable regional market access,"130.0 MGY implies roughly 377,000 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 13.7/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, corn oil. Nearest listed market is Minneapolis / St. Paul at about 104 miles (reasonable regional market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,50.0,8,0,10.0,20,12,3696,Quad County Corn Processors Coop,Quad County Corn Processors,Galva,IA,Active,38.0,38.0,110200,,SCS; Summit Carbon Solutions,True,limited public low-carbon tech flags,Sioux City,50.4,near major urban/industrial market,"38.0 MGY implies roughly 110,200 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Sioux City at about 50 miles (near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,49.0,4,12,10.0,20,3,3701,Reeve Agri Energy Inc,Reeve Agri-Energy,Garden City,KS,Active,20.0,20.0,58000,,Possible future pipeline optionality,False,limited public low-carbon tech flags,Denver,255.5,distant but possible market access,"20.0 MGY implies roughly 58,000 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Denver at about 256 miles (distant but possible market access).","Medium priority because the plant has possible future pipeline optionality, even if a non-pipeline strategy may still be useful."
Low,49.0,4,12,10.0,20,3,SD-07,Red River Energy,Red River Energy,Grand Forks,ND,Active,0.0,0.0,0,,Possible future pipeline optionality,False,limited public low-carbon tech flags,Minneapolis / St. Paul,273.9,distant but possible market access,0.0 MGY implies roughly 0 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Minneapolis / St. Paul at about 274 miles (distant but possible market access).,"Medium priority because the plant has possible future pipeline optionality, even if a non-pipeline strategy may still be useful."
Low,47.7,4,12,5.7,20,6,3650,Midwest Renewable Energy LLC,Midwest Renewable Energy,Sutherland,NE,Active,28.0,28.0,81200,CA/latest 65.20; corn 65.20,Possible future pipeline optionality,False,limited public low-carbon tech flags,Denver,227.3,moderate market access,"28.0 MGY implies roughly 81,200 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 5.7/20 based on available corn/latest CI percentile. Technology screen: limited public low-carbon tech flags. Nearest listed market is Denver at about 227 miles (moderate market access).","Medium priority because the plant has possible future pipeline optionality, even if a non-pipeline strategy may still be useful."
Low,46.8,8,0,19.8,13,6,3586,Chief Ethanol Fuels Inc,Chief Industries,Lexington,NE,Active,52.0,52.0,150800,CA/latest 75.81; corn 75.81; fiber 36.17,Tall Grass,True,fiber/D3,Omaha / Council Bluffs,203.0,moderate market access,"52.0 MGY implies roughly 150,800 metric tons/year of fermentation CO2. Tall Grass CI position score 19.8/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Omaha / Council Bluffs at about 203 miles (moderate market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,46.1,20,0,5.1,6,15,3642,Little Sioux Corn Processors LLLP,Little Sioux Corn Processors,Marcus,IA,Active,165.0,165.0,478500,CA/latest 65.00; corn 65.00; fiber 26.00,SCS; Summit Carbon Solutions,True,"fiber/D3, waste heat, high protein, corn oil",Sioux City,39.7,very near major urban/industrial market,"165.0 MGY implies roughly 478,500 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 5.1/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, waste heat, high protein, corn oil. Nearest listed market is Sioux City at about 40 miles (very near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,46.0,8,0,10.0,16,12,3602,Front Range Energy LLC,Front Range Energy LLC,Windsor,CO,Active,46.0,46.0,133400,,Carbon Storage Solutions; Direct,True,White Fox,Denver,50.1,near major urban/industrial market,"46.0 MGY implies roughly 133,400 metric tons/year of fermentation CO2. Carbon Storage Solutions; Direct CI position is unclear in available LCFS data. Technology screen: White Fox. Nearest listed market is Denver at about 50 miles (near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,45.7,12,0,11.7,13,9,3611,Granite Falls Energy LLC,Granite Falls Energy,Granite Falls,MN,Active,63.0,63.0,182700,CA/latest 67.63; corn 67.63; fiber 23.22,Summit Carbon Solutions,True,fiber/D3,Minneapolis / St. Paul,109.5,reasonable regional market access,"63.0 MGY implies roughly 182,700 metric tons/year of fermentation CO2. Summit Carbon Solutions CI position score 11.7/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Minneapolis / St. Paul at about 109 miles (reasonable regional market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,45.0,20,0,10.0,9,6,3711,Tharaldson Ethanol,Tharaldson Ethanol,Casselton,ND,Active,165.0,165.0,478500,WA min 29.43,SCS; Summit Carbon Solutions,True,"fiber/D3, high protein, corn oil",Minneapolis / St. Paul,233.7,moderate market access,"165.0 MGY implies roughly 478,500 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position is unclear in available LCFS data. Technology screen: fiber/D3, high protein, corn oil. Nearest listed market is Minneapolis / St. Paul at about 234 miles (moderate market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,44.9,16,0,7.9,6,15,3706,Siouxland Ethnaol LLC,Siouxland Ethanol,Jackson,NE,Active,100.0,100.0,290000,CA/latest 66.50; corn 66.50; fiber 25.00; WA min 24.18,SCS; Summit Carbon Solutions,True,"fiber/D3, CHP, waste heat",Sioux City,10.0,very near major urban/industrial market,"100.0 MGY implies roughly 290,000 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 7.9/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, CHP, waste heat. Nearest listed market is Sioux City at about 10 miles (very near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,44.6,16,0,2.6,20,6,3702,Ringneck Energy & Feed LLC,Ringneck Energy,Onida,SD,Active,100.0,100.0,290000,CA/latest 64.17; corn 64.17; fiber 26.13; WA min 25.94,SCS; Summit Carbon Solutions,True,limited public low-carbon tech flags,Sioux City,237.7,moderate market access,"100.0 MGY implies roughly 290,000 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 2.6/20 based on available corn/latest CI percentile. Technology screen: limited public low-carbon tech flags. Nearest listed market is Sioux City at about 238 miles (moderate market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,44.1,8,0,10.1,20,6,3695,Purefield Ingredients LLC,Purefield,Russell,KS,Active,55.0,55.0,159500,CA/latest 67.05; corn 67.05,Direct Inject; Direct,True,limited public low-carbon tech flags,Omaha / Council Bluffs,223.8,moderate market access,"55.0 MGY implies roughly 159,500 metric tons/year of fermentation CO2. Direct Inject; Direct CI position score 10.1/20 based on available corn/latest CI percentile. Technology screen: limited public low-carbon tech flags. Nearest listed market is Omaha / Council Bluffs at about 224 miles (moderate market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,44.0,16,0,10.0,9,9,3608,Golden Grain Energy LLC,Golden Grain Energy,Mason City,IA,Active,140.0,140.0,406000,,SCS; Summit Carbon Solutions,True,"White Fox, waste heat, high protein, corn oil",Des Moines / Ames,107.3,reasonable regional market access,"140.0 MGY implies roughly 406,000 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position is unclear in available LCFS data. Technology screen: White Fox, waste heat, high protein, corn oil. Nearest listed market is Des Moines / Ames at about 107 miles (reasonable regional market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,44.0,12,12,1.0,13,6,3636,Kappa Ethanol LLC,"KAAPA Ethanol & Grain, LLC.",Minden,NE,Active,87.0,87.0,252300,CA/latest 61.25; corn 61.25; fiber 23.00; WA min 23.04,Possible future pipeline optionality,False,fiber/D3,Omaha / Council Bluffs,172.5,moderate market access,"87.0 MGY implies roughly 252,300 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 1.0/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Omaha / Council Bluffs at about 172 miles (moderate market access).","Medium priority because the plant has possible future pipeline optionality, even if a non-pipeline strategy may still be useful."
